"SUMMARY"
"Policy Id","Policy Title","Policy Locking","Policy Modified","Policy Last Evaluated","Asset Groups","IPs","Asset Tags","PC Agent IPs","Technologies","Controls","Assets","Control Instances","Passed","Failures","Error","Approved Exceptions","Pending Exceptions"
"6316727","CIS Benchmark for Oracle Linux 9, v2.0.0 [Automated and Manual, Level 1 and Level 2] v.7.0","Locked","12/18/2025 at 12:47:26 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","OEL 9.4 - for Compliance scan","","","No","Oracle Enterprise Linux 9.x","695","1","695","655(94.24%)","40(5.76%)","0","0","0"
Control Statistics (Percentage of Hosts Passed per Control)
"Order","Control ID","Deprecated","Statement","Criticality Label","Criticality Value","Percentage"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","9346","2.1.6.a","Oracle Enterprise Linux 9.x","Status of the 'Samba' package","SERIOUS","3","os","The Samba daemon allows system administrators to configure their Linux systems to share file systems and directories with Windows desktops. Samba will advertise the file systems and directories via the Small Message Block (SMB) protocol. Windows desktop users will be able to mount these directories and file systems as letter drives on their systems.","Passed","","0","This List String value of <b>X</b> indicates the status of the <b>samba</b> package on the host.

======Expected Value(s)======
Package Not Found
------------ OR ------------
does not contain regular expression list
.+

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
Package Not Found
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","9191","5.1.1.a","Oracle Enterprise Linux 9.x","Ownership set for the /etc/ssh/sshd_config file","CRITICAL","4","os","The '/etc/ssh/sshd_config' file contains configuration parameters for setting up/operating the Secure Shell daemon (sshd).  As having this file with unrestricted ownership and/or permissions could facilitate the creation of a number of exploits, such as changing versions to one with security holes, default key generation, or permitting direct root logins based on host address rather than password, access to and ownership of this configuration file should be restricted as appropriate to the needs of the business","Passed","","0","The following List String value(s) <b>X</b> indicate the current <b>Ownership and Permissions</b> set for the <b>/etc/ssh/sshd_config</b> file on the host.

======Expected Value(s)======
matches regular expression list
^root:root:[-r][-w]-------.?:/etc/ssh/sshd_config$

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
root:root:rw-------.:/etc/ssh/sshd_config
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","29226","6.2.4.1.m","Oracle Enterprise Linux 9.x","Status of the Ownership and Permission of /var/log/btmp-.* files","SERIOUS","3","os","The /var/log/btmp-* files on a Unix/Linux system log failed login attempts, playing a crucial role in security monitoring. Typically, these files are owned by the root user and belong to the adm group, ensuring that only privileged users can access and manage them. Permissions are generally set to 600 or 640, allowing the owner to read and write while restricting access for others. Proper ownership and permissions help prevent unauthorized access to sensitive authentication data. Misconfigured ownership and permissions on /var/log/btmp-* files can expose sensitive information about failed login attempts, potentially aiding malicious users in identifying valid usernames and crafting targeted attacks. Configure this setting as per the business requirements or the organization's security policy.","Passed","","0","The following List String value of <b>X</b> indicates the status of the <b>Ownership and Permission </b> for the <b>/var/log/btmp-.* files</b>.

======Expected Value(s)======
File not found
------------ OR ------------
matches regular expression list
^root:(root|utmp):[-r][-w]-[-r][-w]-[-r]--.?:/var/log/btmp-.*

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
root:root:rw-rw----.:/var/log/btmp-20260101
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","28548","5.3.3.4.1.b","Oracle Enterprise Linux 9.x","Status of logons with empty passwords nullok in /etc/pam.d/Password-auth","URGENT","5","os","The nullok option in the /etc/pam.d/password-auth file allows users to authenticate with an empty password when used with the pam_unix module. Misconfiguration can allow users with empty passwords to log in, leading to unauthorized access. This weakens system security, making it easier for attackers to gain control without needing to crack or guess passwords. Configure this setting as per the business requirements or the organization's security policy.","Passed","","0","The following List String value(s) of <b>X</b> indicate the status of the setting <b>nullok</b> in the file <b>/etc/pam.d/password-auth</b>.

======Expected Value(s)======
Setting not found
------------ OR ------------
does not contain regular expression list
.*pam_unix\.so.*nullok\b

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
Setting not found
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","24752","2.1.16.e","Oracle Enterprise Linux 9.x","Status of the tftp service using systemctl","SERIOUS","3","os","The tftp service is being used by the Trivial File Transfer Protocol (TFTP) which is a simple file transfer protocol and is used to automatically transfer configuration or boot machines from a boot server. Data transfer using TFTP protocol is unauthenticated hence, it does not ensure the confidentiality and integrity of the data. The service should be configured according to the needs of the business.","Passed","","0","The following List String value of <b>X</b> indicates the <b>Loaded, Active and SUB</b> parameters status of <b>tftp</b> service through <b>systemctl</b> utility on the host.

======Expected Value(s)======
Service not found
------------ OR ------------
does not contain regular expression list
:active:

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
Service not found
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","29307","6.3.3.9.a","Oracle Enterprise Linux 9.x","Status of the 'chmod' syscall parameter defined in the '/etc/audit/rules.d/*.rules' files (with UID_MIN check)","SERIOUS","3","os","The 'chmod' syscall parameter, defined within the '/etc/audit/rules.d/*.rules' files, defines the file permission bits for the path to mode. As there are several known syscall parameter exploits involving the 'chmod' syscall parameter, this parameter should be configured according to the needs of the business. Note: This control checks audit rules for 'chmod' along with UID_MIN check.","Passed","","0","The following List String value of <b>X</b> indicates the status of the <b>chmod</b> parameter set with <b>UID_MIN</b>in <b>/etc/audit/rules.d/*.rules</b>.

======Expected Value(s)======
matches regular expression list
\bchmod\b

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
/etc/audit/rules.d/99-cis-hardening.rules:-a always,exit -F arch=b64 -S chmod -S fchmod -S fchmodat -F auid>=1000 -F auid!=unset -k perm_mod
/etc/audit/rules.d/99-cis-hardening.rules:-a always,exit -F arch=b32 -S chmod -S fchmod -S fchmodat -F auid>=1000 -F auid!=unset -k perm_mod
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","29060","1.1.2.5.3","Oracle Enterprise Linux 9.x","Status of the nosuid option set on /var/tmp partition","SERIOUS","3","os","The '/var/tmp' directory is often used as a temporary data directory with world-writable content. To prevent resource exhaustion or any malicious use of the shared space, use of appropriate security measures such as using 'nosuid' option while using separate partition for '/var/tmp' is recommended. Mounting file systems with 'nosuid' can prevent the introduction of rogue set-UID programs or file tampering (when a file system is mounted 'nosuid', then the set-UID bit on executables is ignored) and thus, should be set according to the business needs and organization's security policies.","Passed","","0","The following List String value of <b>X</b> indicates the status of the <b>nosuid</b> option set on the <b>/var/tmp partition</b>.

======Expected Value(s)======
Partition not found
------------ OR ------------
matches regular expression list
^/var/tmp\s+.*nosuid

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
/var/tmp tmpfs tmpfs rw,nosuid,nodev,noexec,seclabel,size=1048576k,inode64
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","29258","5.3.3.1.1.b","Oracle Enterprise Linux 9.x","Status of ""deny"" setting from /etc/pam.d/system-auth under the ""pam_faillock"" module.","SERIOUS","3","os","The ""deny"" setting in the /etc/pam.d/system-auth file, under the pam_faillock module, defines the number of failed authentication attempts allowed before a user account is temporarily locked. For example, deny=3 would lock the account after 3 unsuccessful login attempts. This setting helps mitigate brute-force attacks by limiting login retries. Misconfiguration could either allow excessive failed login attempts, increasing the risk of brute-force attacks, or it could lock users out too easily, causing legitimate users to be blocked from accessing the system. Both scenarios can compromise system security or usability. Configure this setting as per the business requirements or the organization's security policy.","Passed","","0","The following List String value of <b>X</b> indicates the status of the <b>deny</b> setting in <b>pam_faillock.so</b> module in <b>/etc/pam.d/system-auth</b>.

======Expected Value(s)======
Setting not found
------------ OR ------------
does not contain regular expression list
.*deny\s*=\s*(0|[6-9]|[1-9][0-9]+)\b.*

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
Setting not found
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","26773","5.1.12","Oracle Enterprise Linux 9.x","Status of 'HostbasedAuthentication' setting in /etc/ssh/sshd_config and files included within /etc/ssh/sshd_config with 'Include' parameter","CRITICAL","4","os","The HostbasedAuthentication parameter specifies if authentication is allowed through trusted hosts via the user of .rhosts, or /etc/hosts.equiv, along with successful public
key client host authentication.Although the .rhosts files are ineffective if support is disabled in /etc/pam.conf, disabling the ability to use .rhosts files in SSH provides an additional layer of protection.This must be configured as per the needs of the business.","Passed","","0","The following List String value(s) <b>X</b> indicate the status of <b>HostbasedAuthentication</b> setting configured in <b>/etc/ssh/sshd_config</b> and within the files mentioned with the <b>include</b> parameter in this file.

======Expected Value(s)======
matches regular expression list
.+:\s*HostbasedAuthentication\s*no$

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
/etc/ssh/sshd_config.d/99-cis-hardening.conf:HostbasedAuthentication no
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","27788","2.1.8.e","Oracle Enterprise Linux 9.x","Status of 'dovecot.socket' service using systemctl","SERIOUS","3","os","The 'dovecot.socket' service is an integral component of the Dovecot mail server's functionality. It operates by listening for incoming connections from email clients, enabling seamless access to users' email accounts. Employing systemd's socket activation feature, it ensures efficient resource utilization by starting the Dovecot service only when necessary, thereby conserving system resources during periods of inactivity. This should be configured according to the needs of the business.","Passed","","0","The following List String value of <b>X</b> indicates the <b>Loaded, Active and SUB</b> parameters status of <b>dovecot.socket</b> service through <b>systemctl</b> utility on the host.

======Expected Value(s)======
Service not found
------------ OR ------------
does not contain regular expression list
:active:

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
Service not found
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","22696","2.1.11.a","Oracle Enterprise Linux 9.x","Ensure CUPS is not installed","SERIOUS","3","os","The 'cups' (Common UNIX Printing System) component provides legacy and line printer services for the host.  CUPS does not have access control validation, according to settings in 'cupsd.conf,' 'hosts.allow,' or 'hosts.deny' files, such as those used by 'TCP wrappers,' so this service will print any job sent to it.  As this has no access control functions it should probably be disabled on any host but a dedicated print server, for there are a number of possible exploits this will support.This must be configured as per the needs of the business.","Passed","","0","The following List String value(s) of <b>X</b> indicate the status of the '<b>cups</b>' package installation on the host.

======Expected Value(s)======
Package Not Found
------------ OR ------------
does not contain regular expression list
.+

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
Package Not Found
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","5444","7.2.3","Oracle Enterprise Linux 9.x","Current list of groups defined in the file '/etc/passwd' but not in the file '/etc/group'","CRITICAL","4","os","The groups defined in the '/etc/passwd'  file but not in the file '/etc/group' file can indicate a mismatch between users and approved group membership.  As these sorts of mismatches can grant unauthorized users privileges,  the values should be set according to the needs of the business.","Passed","","0","The following List String value(s) <b>X</b> indicate the current <b>Groups identified within /etc/passwd</b> which are not listed within the <b>/etc/group</b> file on the host. NOTE: The following list requires review and approval and if any unauthorized groups are listed they should be immediately documented, removed, and reported.

======Expected Value(s)======
Setting not found
------------ OR ------------
does not contain regular expression list
.+

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
Setting not found
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","27861","6.3.3.8.o","Oracle Enterprise Linux 9.x","List of runtime audit rules for '/etc/pam.conf' file, using auditctl","SERIOUS","3","os","The /etc/pam.conf, administrators specify PAM modules and their parameters for authentication, account management, session management, and password management. This file enables customization of authentication mechanisms, enforcement of security policies, and integration of different authentication methods seamlessly. Hence, this should be configured according to the needs of the business.","Passed","","0","The following List String value(s) <b>X</b> indicates the status of <b>runtime auditctl rules</b> defined for the <b>/etc/pam.conf</b> file. The auditctl -l command is used to fetch the values.

======Expected Value(s)======
matches regular expression list
[ =]/etc/pam.conf\b

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
-w /etc/pam.conf -p wa -k access
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","9892","2.1.4.b","Oracle Enterprise Linux 9.x","Status of service named using systemd","SERIOUS","3","os","The 'Internet Domain Name Server (named)' service, described in RFCs 1034 and 1035, is the most widely deployed Domain Name Server (DNS) service.  As this service has several known vulnerabilities which can cause the redirection of end-user traffic to bogus sites or disclose data about internal host addresses, providing target information for malicious users, this daemon should set disabled/restricted as appropriate to the needs of the business.  NOTE:  This service is not required for system operation, as all networking name-service requests will be [usually] provided by a dedicated server on the network.","Passed","","0","The following List String value(s) <b>X</b> indicate the status of the <b>named</b> service using <b>systemd</b> utility on the host.

======Expected Value(s)======
Service Not Found
------------ OR ------------
does not contain regular expression list
enabled

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
Service Not Found
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","7346","2.4.1.5.c","Oracle Enterprise Linux 9.x","Status of the 'Ownership' settings for the '/etc/cron.weekly' directory","CRITICAL","4","os","The '/etc/cron.weekly' directory holds files with specific commands scheduled to run on a weekly basis.  As these files contain specific network and host information that can be used in exploits, the access to this directory should be configured according to the needs of the business.","Passed","","0","The following List String value(s) <b>X</b> indicate the current <b>Ownership and Permissions</b> settings for the <b>/etc/cron.weekly</b> directory.

======Expected Value(s)======
matches regular expression list
^root:root:[-r][-w][-x]------.?:/etc/cron.weekly$

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
root:root:rwx------.:/etc/cron.weekly
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","27894","2.1.18.g","Oracle Enterprise Linux 9.x","Status of the 'nginx' on host","SERIOUS","3","os","The nginx.service service oversees the operation of the Nginx web server, a versatile software solution designed to serve web content efficiently. Nginx handles both HTTP and HTTPS protocols, enabling it to deliver web pages securely and efficiently. With capabilities for load balancing and reverse proxying, Nginx can distribute incoming web traffic across multiple backend servers, optimizing resource utilization and enhancing performance. The service ensures that Nginx is launched with the appropriate configuration settings, as defined in its configuration files, thereby dictating how it processes incoming requests and serves web content. Managed by systemd, the nginx.service service integrates seamlessly into the system, ensuring reliable and efficient operation of the Nginx web server for serving web applications and content. This should be configured according to the needs of the business.","Passed","","0","The following List String value of <b>X</b> indicates the status of <b>nginx</b> service on the host.

======Expected Value(s)======
Service not found
------------ OR ------------
does not contain regular expression list
enabled

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
Service not found
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","10696","7.1.8.a","Oracle Enterprise Linux 9.x","Status of the Permissions set for the '/etc/gshadow-' file","CRITICAL","4","os","The '/etc/gshadow-' file is used to store backup information about groups that is critical to the security of those accounts, such as the hashed password and other security information. The file should be protected from unauthorized users hence, permissions of the file should be restricted and should be configured according to the needs of the business.","Passed","","0","The following List String value of <b>X</b> indicates the <b>Ownership and Permissions</b> set for the <b>/etc/gshadow-</b> file on the host.

======Expected Value(s)======
matches regular expression list
^root:root:---------.+

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
root:root:---------.:/etc/gshadow-
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","29394","3.2.2.c","Oracle Enterprise Linux 9.x","Status of 'blacklist tipc' setting from '/lib/modprobe.d/*.conf /etc/modprobe.d/*.conf /run/modprobe.d/*.conf'","SERIOUS","3","os","The blacklist setting for the TIPC (Transparent Inter-Process Communication) module determines whether this module is allowed to load within the Linux kernel. When TIPC is blacklisted, it prevents the module from being activated, which can enhance system security by mitigating the risk of vulnerabilities associated with unused or untrusted modules. Conversely, enabling it can facilitate inter-process communication in clustered environments, highlighting a balance between security and functionality. Misconfiguration of the TIPC module can expose the system to security vulnerabilities, allowing unauthorized access or data leakage between processes. Additionally, improper settings may lead to communication failures in clustered applications, resulting in disrupted services or degraded performance. Configure this setting as per the business requirements or the organization's security policy.","Passed","","0","The following List String value of <b>X</b> indicates the status of the <b>blacklist setting</b> for the <b>tipc module</b>.

======Expected Value(s)======
Module not found
------------ OR ------------
matches regular expression list
.+blacklist\s+tipc$

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
/etc/modprobe.d/cis-disable-tipc.conf:blacklist tipc
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","6698","7.2.2","Oracle Enterprise Linux 9.x","Current list of 'Accounts having empty password fields' within '/etc/shadow'","URGENT","5","os","Username and password combinations are the fundamental building blocks to computer security.  Without the use of them, there could be no valid expectation of confidentiality, integrity and availability of systems and/or data residing on them.  As the 'frontline' of security, these username/password combinations should be setup in a way that they cannot easily be guessed by a malicious user whose intentions are to illegally or inappropriately access sensitive/confidential information for personal gain or to cause damage.  Running this check periodically can help to ensure all username/password combinations are configured according to internal standards.  A list of all accounts having 'empty password fields' will be the output of this check.","Passed","","0","The following List String value(s) <b>X</b> indicate the current list of <b>users having empty password fields</b> defined within the <b>/etc/shadow</b> file.

======Expected Value(s)======
No users found
------------ OR ------------
does not contain regular expression list
.+

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
No users found
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","29428","7.2.9.h","Oracle Enterprise Linux 9.x","Status of the user ownership for current user of user '.netrc' files","SERIOUS","3","os","The group ownership of the .netrc file for the current user is an important aspect of file permissions, as it determines which user groups can access or modify the file. If the group ownership is set to a group that the user is part of, members of that group may have read or write access, depending on the associated permissions. This can affect the security and accessibility of sensitive information stored in the .netrc file, such as login credentials for various services. Misconfiguring the group ownership of the .netrc file can lead to unauthorized access to sensitive credentials, increasing the risk of account compromise or data breaches. If a malicious user gains access through a shared group, they could exploit the stored credentials, potentially leading to further security incidents within the system or connected services. Configure this setting as per the business requirements or the organization's security policy.","Passed","","0","The following List String value of <b>X</b> indicates the status of the <b>Ownership and Permission </b> for current user <b>.netrc files</b>.
Note: Excluded shells: /sbin/nologin, /nologin, /usr/sbin/nologin, /bin/false, /usr/bin/false, /bin/true, /usr/bin/true

======Expected Value(s)======
File not found
------------ OR ------------
does not contain regular expression list
.+

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
File not found
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","10668","5.3.3.4.2.b","Oracle Enterprise Linux 9.x","Status of the 'remember' option within '/etc/pam.d/password-auth'","CRITICAL","4","os","The policy '/etc/security/opasswd' file stores the users old passwords and used to ensure that users are not recycling recent passwords. If password history standards are not enforced, a malicious user could potentially obtain a password through Social Engineering or brute-force attacks. This could lead to the compromise of sensitive information or denial of service conditions. This setting should be configured according to the business needs.","Passed","","0","The following List String value(s) <b>X</b> indicate the current <b>password history (remember)</b> setting within the <b>pam_unix.so</b> configuration line of the <b>/etc/pam.d/password-auth</b> file on the host.

======Expected Value(s)======
Setting not found
------------ OR ------------
does not contain regular expression list
.+

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
Setting not found
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","29041","1.1.2.2.3","Oracle Enterprise Linux 9.x","Status of the nosuid option set on /dev/shm partition","SERIOUS","3","os","The nosuid option set on the /dev/shm partition disables the execution of setuid and setgid binaries. This enhances security by preventing users from executing files with elevated privileges from shared memory, which could be exploited by malicious users or applications. Misconfiguration can lead to security risks such as privilege escalation, where an attacker exploits setuid or setgid binaries to gain elevated access to the system. Additionally, if access permissions are too lenient, unauthorized users might manipulate shared memory segments to execute malicious code or access sensitive data. Configure this setting as per the business requirements or the organization's security policy.","Passed","","0","The following List String value of <b>X</b> indicates the status of the <b>nosuid</b> option set on the <b>/dev/shm partition</b>.

======Expected Value(s)======
Partition not found
------------ OR ------------
matches regular expression list
^/dev/shm\s+.*nosuid

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
/dev/shm tmpfs tmpfs rw,nosuid,nodev,noexec,seclabel,inode64
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","12815","6.3.3.8.j","Oracle Enterprise Linux 9.x","List of runtime audit rules for '/etc/passwd' file, using auditctl","CRITICAL","4","os","The /etc/passwd file contains user account information that is used by many system utilities and therefore must be readable for these utilities to operate. This information includes the username, group name, user ID, login shell, home directory. This information can be easily used by malicious user to attack the system and run the malicious scripts on the system. As unauthorized modifications to this file's contents could facilitate privilege escalation and/or DoS attacks. It is recommended to audit any modifications in the /etc/passwd file as appropriate to the business needs.","Passed","","0","The following List String value(s) <b>X</b> indicates the status of <b>runtime auditctl rules</b> defined for the <b>/etc/passwd</b> file. The auditctl -l command is used to fetch the values.

======Expected Value(s)======
matches regular expression list
[ =]/etc/passwd\b

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
-w /etc/passwd -p wa -k identity
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
